Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,primary_country
2017-09-13,1.1971603631973267,1.1996002197265625,1.188565969467163,1.1974613666534424,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-14,1.1890465021133423,1.1910008192062378,1.1845674514770508,1.1890605688095093,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-15,1.1922788619995117,1.198552131652832,1.1902352571487427,1.1921650171279907,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-18,1.1937447786331177,1.1968880891799927,1.1916821002960205,1.193716287612915,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-19,1.1961722373962402,1.2005378007888794,1.196000576019287,1.1959290504455566,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-20,1.1992852687835693,1.2019230127334595,1.198667049407959,1.199256420135498,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-21,1.187295913696289,1.1953572034835815,1.1866196393966675,1.1872113943099976,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-22,1.1944862604141235,1.2002496719360352,1.1940582990646362,1.194557547569275,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-25,1.1926769018173218,1.1938873529434204,1.185185194015503,1.1927196979522705,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-26,1.185564637184143,1.186380386352539,1.1765259504318237,1.185564637184143,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-27,1.1781338453292847,1.1795234680175781,1.1719207763671875,1.1786059141159058,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-28,1.175046682357788,1.1802752017974854,1.172195553779602,1.1749638319015503,0,0.0,0.0,EURUSD=X,FRANCE
2017-09-29,1.1780644655227661,1.1831939220428467,1.1773293018341064,1.178175449371338,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-02,1.1807630062103271,1.1807630062103271,1.17311692237854,1.1807351112365723,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-03,1.1733232736587524,1.177163004875183,1.169741153717041,1.173378348350525,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-04,1.1747844219207764,1.1786754131317139,1.1747430562973022,1.1747568845748901,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-05,1.1756960153579712,1.177994966506958,1.1703845262527466,1.175723671913147,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-06,1.1713991165161133,1.1738742589950562,1.1671334505081177,1.1712344884872437,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-09,1.1742877960205078,1.1750881671905518,1.1720993518829346,1.1742464303970337,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-10,1.1741912364959717,1.1817677021026611,1.1741912364959717,1.1741636991500854,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-11,1.181404709815979,1.1858035326004028,1.179634690284729,1.1814883947372437,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-12,1.1865352392196655,1.1880717277526855,1.1831799745559692,1.1865493059158325,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-13,1.1831378936767578,1.1874369382858276,1.1806235313415527,1.1831799745559692,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-16,1.1815024614334106,1.182102918624878,1.1781060695648193,1.181404709815979,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-17,1.1795096397399902,1.1795096397399902,1.1738604307174683,1.1794538497924805,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-18,1.1772878170013428,1.1779812574386597,1.1732269525527954,1.1771907806396484,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-19,1.179356575012207,1.1857191324234009,1.1769968271255493,1.1795234680175781,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-20,1.18519926071167,1.1858035326004028,1.1764997243881226,1.184805989265442,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-23,1.1754748821258545,1.1778993606567383,1.1734058856964111,1.175364375114441,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-24,1.175530195236206,1.1777175664901733,1.174384355545044,1.1759172677993774,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-25,1.1759862899780273,1.1817537546157837,1.1753782033920288,1.1759034395217896,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-26,1.1822147369384766,1.1835579872131348,1.1692214012145996,1.182075023651123,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-27,1.1639004945755005,1.1644154787063599,1.157594919204712,1.163724422454834,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-30,1.160725712776184,1.1642799377441406,1.1598103046417236,1.1604562997817993,0,0.0,0.0,EURUSD=X,FRANCE
2017-10-31,1.164985179901123,1.1658952236175537,1.1625608205795288,1.1652703285217285,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-01,1.1651616096496582,1.165745735168457,1.160833477973938,1.165175199508667,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-02,1.162912368774414,1.168729543685913,1.1628854274749756,1.1628718376159668,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-03,1.1663167476654053,1.1686748266220093,1.1605236530303955,1.1661807298660278,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-06,1.1615345478057861,1.1626555919647217,1.1582788228988647,1.1614941358566284,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-07,1.1611839532852173,1.1617100238800049,1.1555883884429932,1.1612648963928223,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-08,1.1602543592453003,1.1609547138214111,1.1581177711486816,1.1601063013076782,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-09,1.1595547199249268,1.1652567386627197,1.1586410999298096,1.15968918800354,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-10,1.164523959159851,1.1675150394439697,1.1623986959457397,1.164686679840088,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-13,1.1661127805709839,1.1675150394439697,1.163873314857483,1.1661127805709839,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-14,1.1664936542510986,1.177412509918213,1.166330337524414,1.1664936542510986,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-15,1.1791757345199585,1.1859441995620728,1.1786059141159058,1.1792869567871094,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-17,1.1777315139770508,1.1821727752685547,1.177467942237854,1.1777453422546387,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-20,1.1732131242752075,1.1807490587234497,1.1725940704345703,1.1731857061386108,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-21,1.1738742589950562,1.1756683588027954,1.1715501546859741,1.1741223335266113,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-22,1.174094796180725,1.179815649986267,1.1735574007034302,1.173722743988037,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-23,1.181516408920288,1.185499906539917,1.1814465522766113,1.1814744472503662,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-24,1.1850868463516235,1.1943720579147339,1.183726191520691,1.1853959560394287,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-27,1.1928761005401611,1.1960434913635254,1.1908164024353027,1.1926485300064087,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-28,1.1904053688049316,1.192099690437317,1.1867464780807495,1.1904903650283813,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-29,1.1849744319915771,1.1884952783584595,1.1820051670074463,1.184805989265442,0,0.0,0.0,EURUSD=X,FRANCE
2017-11-30,1.1850025653839111,1.1929757595062256,1.1815024614334106,1.18519926071167,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-01,1.18990957736969,1.1939870119094849,1.185213327407837,1.1898245811462402,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-04,1.1857051849365234,1.1878741979599,1.1831238269805908,1.1859863996505737,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-05,1.186859130859375,1.187930703163147,1.1808885335922241,1.1867746114730835,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-06,1.183053970336914,1.1848341226577759,1.1781338453292847,1.1832919120788574,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-07,1.1804981231689453,1.1809163093566895,1.1777175664901733,1.1804285049438477,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-08,1.1774401664733887,1.1777175664901733,1.1731857061386108,1.1772184371948242,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-11,1.1769275665283203,1.1810418367385864,1.176885962486267,1.1769968271255493,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-12,1.1777175664901733,1.1792994737625122,1.1718933582305908,1.1777591705322266,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-13,1.1743566989898682,1.177024483680725,1.1730480194091797,1.1742602586746216,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-14,1.1839923858642578,1.1859863996505737,1.177163004875183,1.1835860013961792,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-15,1.1775233745574951,1.1814005374908447,1.1761661767959595,1.1774957180023193,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-18,1.1746740341186523,1.18343186378479,1.174315333366394,1.1743566989898682,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-19,1.1782865524291992,1.1832919120788574,1.1777037382125854,1.1784253120422363,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-20,1.183712124824524,1.1901220083236694,1.1830118894577026,1.1841325759887695,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-21,1.1877753734588623,1.189202070236206,1.1850166320800781,1.1878176927566528,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-22,1.185157060623169,1.1861974000930786,1.1817537546157837,1.1857331991195679,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-25,1.1856770515441895,1.1884952783584595,1.1849043369293213,1.1856067180633545,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-26,1.187126874923706,1.1877895593643188,1.1847498416900635,1.187253713607788,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-27,1.1860989332199097,1.1910432577133179,1.185564637184143,1.1857894659042358,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-28,1.1900228261947632,1.195500135421753,1.1898245811462402,1.1900794506072998,0,0.0,0.0,EURUSD=X,FRANCE
2017-12-29,1.1939870119094849,1.202284336090088,1.193801760673523,1.1941723823547363,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-01,1.200494647026062,1.2015043497085571,1.199903964996338,1.200494647026062,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-02,1.2010858058929443,1.2080942392349243,1.200855016708374,1.2011579275131226,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-03,1.2061998844146729,1.2067092657089233,1.200494647026062,1.2063454389572144,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-04,1.2011290788650513,1.209189772605896,1.200494647026062,1.2010425329208374,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-05,1.2066218852996826,1.2084592580795288,1.202154278755188,1.2068840265274048,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-08,1.203948974609375,1.2054002285003662,1.195971965789795,1.2037460803985596,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-09,1.1969597339630127,1.1975760459899902,1.1917957067489624,1.1970456838607788,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-10,1.1929330825805664,1.2016342878341675,1.1924494504928589,1.1929330825805664,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-11,1.1954858303070068,1.2059234380722046,1.1931180953979492,1.1956144571304321,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-12,1.2042099237442017,1.2156133651733398,1.2041373252868652,1.2042099237442017,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-15,1.2193039655685425,1.2299003601074219,1.2188136577606201,1.2192296981811523,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-16,1.2269939184188843,1.2281240224838257,1.2196757793426514,1.2268433570861816,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-17,1.227144479751587,1.2321492433547974,1.2199138402938843,1.227129340171814,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-18,1.218145489692688,1.2262566089630127,1.2175078392028809,1.218397855758667,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-19,1.223585844039917,1.2294830083847046,1.222030758857727,1.2236607074737549,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-22,1.2255953550338745,1.2266627550125122,1.2214635610580444,1.2255502939224243,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-23,1.225730538368225,1.2306995391845703,1.2223594188690186,1.2256253957748413,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-24,1.2309662103652954,1.240199327468872,1.2295132875442505,1.2310267686843872,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-25,1.23960280418396,1.2529915571212769,1.2386507987976074,1.239111304283142,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-26,1.239234209060669,1.2490164041519165,1.2387429475784302,1.239234209060669,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-29,1.2428226470947266,1.243193507194519,1.2338062524795532,1.2428072690963745,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-30,1.238175392150879,1.245221495628357,1.2336845397949219,1.2381141185760498,0,0.0,0.0,EURUSD=X,FRANCE
2018-01-31,1.2408334016799927,1.2476606369018555,1.2400639057159424,1.2409565448760986,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-01,1.2417423725128174,1.2487823963165283,1.2386507987976074,1.241865873336792,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-02,1.2512669563293457,1.251799464225769,1.241187572479248,1.2510008811950684,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-05,1.2447099685668945,1.2478163242340088,1.2401562929153442,1.244694471359253,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-06,1.2368277311325073,1.2428536415100098,1.231618046760559,1.2367818355560303,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-07,1.2381447553634644,1.2403254508972168,1.2278525829315186,1.2381294965744019,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-08,1.2268433570861816,1.2294527292251587,1.2216575145721436,1.2268133163452148,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-09,1.2260762453079224,1.2285465002059937,1.2226433753967285,1.2260762453079224,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-12,1.2253400087356567,1.2297097444534302,1.2236307859420776,1.2252799272537231,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-13,1.2301182746887207,1.2371996641159058,1.228606939315796,1.2303755283355713,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-14,1.2352999448776245,1.2416189908981323,1.2278525829315186,1.235376238822937,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-15,1.2467117309570312,1.2511996030807495,1.2450509071350098,1.2467273473739624,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-16,1.250734806060791,1.2558081150054932,1.2430543899536133,1.2503595352172852,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-19,1.241187572479248,1.2437996864318848,1.2371032238006592,1.241187572479248,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-20,1.2399102449417114,1.2409104108810425,1.2321947813034058,1.2398641109466553,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-21,1.233547568321228,1.2347005605697632,1.2300727367401123,1.233532428741455,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-22,1.2280335426330566,1.2353304624557495,1.2261663675308228,1.2281843423843384,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-23,1.2326048612594604,1.233500361442566,1.2280486822128296,1.2326656579971313,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-26,1.2288333177566528,1.2354830503463745,1.228244662284851,1.228712558746338,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-27,1.2316029071807861,1.2345678806304932,1.2223145961761475,1.2315573692321777,0,0.0,0.0,EURUSD=X,FRANCE
2018-02-28,1.2222100496292114,1.224289894104004,1.2189176082611084,1.2230321168899536,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-01,1.2190959453582764,1.2221801280975342,1.2157995700836182,1.2191256284713745,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-02,1.227129340171814,1.2330456972122192,1.2252799272537231,1.2270842790603638,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-05,1.231845736503601,1.2348270416259766,1.2275512218475342,1.2315422296524048,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-06,1.2337758541107178,1.2419891357421875,1.233121633529663,1.2336541414260864,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-07,1.2419275045394897,1.2440595626831055,1.2386049032211304,1.2416653633117676,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-08,1.2416189908981323,1.24447762966156,1.2306329011917114,1.2414649724960327,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-09,1.2307844161987305,1.2333801984786987,1.2275512218475342,1.2306632995605469,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-12,1.2308601140975952,1.2342007160186768,1.229135513305664,1.2308752536773682,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-13,1.2338672876358032,1.2398948669433594,1.231496810913086,1.2339584827423096,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-14,1.2392956018447876,1.2416189908981323,1.235010027885437,1.239234209060669,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-15,1.2375319004058838,1.2386969327926636,1.2320733070373535,1.2375624179840088,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-16,1.2307692766189575,1.23350191116333,1.2261513471603394,1.2309207916259766,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-19,1.228078842163086,1.2332433462142944,1.226046085357666,1.228078842163086,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-20,1.2338062524795532,1.2354220151901245,1.2264971733093262,1.2336845397949219,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-21,1.224814772605896,1.229619026184082,1.2246992588043213,1.2251899242401123,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-22,1.234872817993164,1.2386815547943115,1.230042576789856,1.2347661256790161,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-23,1.2326048612594604,1.2360174655914307,1.2319974899291992,1.2324985265731812,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-26,1.2353914976119995,1.2448959350585938,1.2352389097213745,1.235437273979187,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-27,1.2455006837844849,1.2478163242340088,1.237332820892334,1.2457488775253296,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-28,1.240802526473999,1.2422360181808472,1.2337149381637573,1.240787148475647,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-29,1.231284499168396,1.2338062524795532,1.2285163402557373,1.2310267686843872,0,0.0,0.0,EURUSD=X,FRANCE
2018-03-30,1.2302544116973877,1.2333498001098633,1.2298005819320679,1.2302846908569336,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-02,1.231284499168396,1.2345678806304932,1.228380560874939,1.231420874595642,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-03,1.2293318510055542,1.2336997985839844,1.2255052328109741,1.229271411895752,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-04,1.2279430627822876,1.2310571670532227,1.225760579109192,1.2278525829315186,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-05,1.2287880182266235,1.2291052341461182,1.2219412326812744,1.228682279586792,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-06,1.2250999212265015,1.2280033826828003,1.2218068838119507,1.2251598834991455,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-09,1.227144479751587,1.2330456972122192,1.2262566089630127,1.227144479751587,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-10,1.2322251796722412,1.2377768754959106,1.2303755283355713,1.2322403192520142,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-11,1.2363842725753784,1.2393723726272583,1.235406756401062,1.2363078594207764,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-12,1.237623691558838,1.2379761934280396,1.230042576789856,1.2371643781661987,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-13,1.2333498001098633,1.234872817993164,1.2308752536773682,1.2329696416854858,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-16,1.2333041429519653,1.2394031286239624,1.232635259628296,1.233258605003357,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-17,1.238466739654541,1.2415003776550293,1.2338367700576782,1.2385127544403076,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-18,1.2373021841049194,1.2396950721740723,1.2344460487365723,1.237317442893982,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-19,1.2378535270690918,1.240199327468872,1.2330456972122192,1.237914800643921,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-20,1.2344155311584473,1.2352694272994995,1.2255052328109741,1.2345526218414307,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-23,1.227385401725769,1.2289692163467407,1.2212249040603638,1.2273402214050293,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-24,1.2211204767227173,1.223466157913208,1.2184869050979614,1.22089684009552,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-25,1.2236157655715942,1.2236157655715942,1.21690034866333,1.2241400480270386,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-26,1.2170779705047607,1.2210012674331665,1.2099798917770386,1.2171669006347656,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-27,1.2107563018798828,1.2116997241973877,1.2056035995483398,1.2109616994857788,0,0.0,0.0,EURUSD=X,FRANCE
2018-04-30,1.2128562927246094,1.2138574123382568,1.2066364288330078,1.2122827768325806,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-01,1.208313226699829,1.2084592580795288,1.1983511447906494,1.2081234455108643,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-02,1.1992132663726807,1.2031089067459106,1.1954143047332764,1.1991558074951172,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-03,1.1951714754104614,1.2009127140045166,1.1950715780258179,1.19510018825531,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-04,1.1989257335662842,1.1997599601745605,1.1914832592010498,1.1989257335662842,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-07,1.1955716609954834,1.1978917121887207,1.18995201587677,1.195500135421753,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-08,1.1932604312896729,1.1938873529434204,1.183936357498169,1.1933743953704834,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-09,1.186676025390625,1.1896122694015503,1.1823545694351196,1.1867886781692505,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-10,1.1847639083862305,1.1942437887191772,1.184469223022461,1.184721827507019,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-11,1.191525936126709,1.1967878341674805,1.1893434524536133,1.1917530298233032,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-14,1.1951572895050049,1.1996996402740479,1.1951572895050049,1.1952143907546997,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-15,1.1932035684585571,1.1940299272537231,1.182396411895752,1.1931180953979492,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-16,1.1822566986083984,1.1853959560394287,1.176567554473877,1.1820889711380005,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-17,1.1814186573028564,1.1836841106414795,1.1778563261032104,1.1816978454589844,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-18,1.1792036294937134,1.182228684425354,1.175046682357788,1.1795234680175781,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-21,1.1763737201690674,1.1778979301452637,1.1718658208847046,1.1766643524169922,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-22,1.1788839101791382,1.1828161478042603,1.1759449243545532,1.1792453527450562,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-23,1.1789672374725342,1.1791006326675415,1.168620228767395,1.1788560152053833,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-24,1.1707134246826172,1.174936294555664,1.1692214012145996,1.1710150241851807,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-25,1.1723191738128662,1.1733232736587524,1.1648359298706055,1.1722642183303833,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-28,1.1687567234039307,1.1730204820632935,1.1608469486236572,1.1688934564590454,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-29,1.1627501249313354,1.1639816761016846,1.1514369249343872,1.162696123123169,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-30,1.153761863708496,1.1670994758605957,1.1520073413848877,1.1539349555969238,0,0.0,0.0,EURUSD=X,FRANCE
2018-05-31,1.1666160821914673,1.1724016666412354,1.1642934083938599,1.1667250394821167,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-01,1.1693308353424072,1.1715501546859741,1.1629935503005981,1.1693171262741089,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-04,1.1669973134994507,1.174425721168518,1.1668747663497925,1.1668611764907837,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-05,1.1701792478561401,1.171385407447815,1.1655282974243164,1.1700559854507446,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-06,1.1726628541946411,1.1797001361846924,1.1714677810668945,1.1726216077804565,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-07,1.1783976554870605,1.1841003894805908,1.1783559322357178,1.178550362586975,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-08,1.1793843507766724,1.181199550628662,1.1728416681289673,1.1795234680175781,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-11,1.1786893606185913,1.1820330619812012,1.1776067018508911,1.1783976554870605,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-12,1.1773293018341064,1.1808466911315918,1.174315333366394,1.177412509918213,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-13,1.1747568845748901,1.1789672374725342,1.1733646392822266,1.17482590675354,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-14,1.1806375980377197,1.1841607093811035,1.1628854274749756,1.1807769536972046,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-15,1.156336784362793,1.1626555919647217,1.1545344591140747,1.1566576957702637,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-18,1.1597026586532593,1.1623716354370117,1.156644344329834,1.159595012664795,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-19,1.163007140159607,1.164686679840088,1.153322696685791,1.1630746126174927,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-20,1.1589365005493164,1.1600120067596436,1.1546010971069336,1.1588560342788696,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-21,1.1577022075653076,1.1628313064575195,1.151410460472107,1.1579033136367798,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-22,1.1606987714767456,1.1675995588302612,1.1601735353469849,1.1605775356292725,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-25,1.1660583019256592,1.1700011491775513,1.1629935503005981,1.1661399602890015,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-26,1.1701792478561401,1.17205810546875,1.1652023792266846,1.1702749729156494,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-27,1.164808750152588,1.1671879291534424,1.1583592891693115,1.1650259494781494,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-28,1.156243085861206,1.1596999168395996,1.1528042554855347,1.1563634872436523,0,0.0,0.0,EURUSD=X,FRANCE
2018-06-29,1.15644371509552,1.1682379245758057,1.15644371509552,1.1562966108322144,0,0.0,0.0,EURUSD=X,FRANCE
2018-07-02,1.1678422689437866,1.1678422689437866,1.1592589616775513,1.1678558588027954,0,0.0,0.0,EURUSD=X,FRANCE
2018-07-03,1.1640766859054565,1.1675423383712769,1.1622636318206787,1.1642121076583862,0,0.0,0.0,EURUSD=X,FRANCE
2018-07-04,1.16593599319458,1.1681833267211914,1.1631423234939575,1.1659224033355713,0,0.0,0.0,EURUSD=X,FRANCE
2018-07-05,1.1661807298660278,1.1719757318496704,1.165080189704895,1.166235089302063,0,0.0,0.0,EURUSD=X,FRANCE
